response_id,questionnaire_id,started_at,finished_at,duration_seconds,completed,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20
R2026060312003389680800066,elder_digital_2026,2026-05-20 12:40:37,2026-05-20 12:47:49,431.8,1,60_69,female,with_children,senior,no,,,,,,,,,ask_children,voice_assist|anti_scam|bigger_font,5,no,willing,0,希望有人能教教我们
R2026060312003389851800068,elder_digital_2026,2026-06-01 01:12:47,2026-06-01 01:21:42,534.7,1,60_69,female,with_spouse,primary,no,,,,,,,,,ask_friends,voice_assist|human_help,3,yes,eager,5,语音功能很需要
R2026060312003390018200070,elder_digital_2026,2026-05-29 16:41:49,2026-05-29 16:47:15,326.5,1,above_80,male,institution,primary,no,,,,,,,,,give_up,simpler,3,no,resist,1,语音功能很需要
R2026060312003390185000072,elder_digital_2026,2026-05-20 22:49:05,2026-05-20 22:56:08,423.1,1,above_80,female,with_children,primary,no,,,,,,,,,ask_friends,voice_assist,2,yes,willing,3,希望字体更大一些
R2026060312003390352100074,elder_digital_2026,2026-05-29 15:06:36,2026-05-29 15:13:51,434.4,1,70_79,male,with_spouse,college,no,,,,,,,,,ask_friends,simpler,3,yes,eager,2,操作能再简单点就好
R2026060312003390519700076,elder_digital_2026,2026-05-28 18:36:46,2026-05-28 18:43:04,377.8,1,70_79,male,institution,college,yes,gt5,fear_scam|font_small|misclick,yes,daily,yes,3,no,2,give_up,bigger_font|simpler,5,yes,resist,1,挺好的没什么意见
R2026060312003390689200078,elder_digital_2026,2026-06-02 04:42:57,2026-06-02 04:49:57,420.4,1,above_80,female,alone,junior,yes,1_3,misclick,yes,rarely,no,,no,4,ask_friends,simpler|voice_assist,5,yes,reluctant,3,希望有人能教教我们
R2026060312003390858800080,elder_digital_2026,2026-05-24 06:12:53,2026-05-24 06:21:28,514.6,1,below_60,female,alone,junior,yes,3_5,fear_scam,no,rarely,yes,5,yes,4,give_up,anti_scam,5,yes,eager,4,语音功能很需要
R2026060312003391025800082,elder_digital_2026,2026-05-23 12:05:24,2026-05-23 12:11:15,351.0,1,70_79,male,institution,college,yes,lt1,none,yes,daily,yes,3,no,3,give_up,anti_scam|human_help|voice_assist,4,no,resist,0,语音功能很需要
R2026060312003391195100084,elder_digital_2026,2026-05-23 05:06:31,2026-05-23 05:16:30,598.4,1,60_69,female,with_spouse,college,no,,,,,,,,,self_explore,human_help,4,yes,willing,3,语音功能很需要
R2026060312003391365000086,elder_digital_2026,2026-06-03 02:39:29,2026-06-03 02:45:10,340.2,1,below_60,male,with_children,junior,yes,1_3,forget_steps,yes,never,no,,no,1,give_up,anti_scam|simpler,3,yes,eager,0,担心被骗
R2026060312003391525600088,elder_digital_2026,2026-05-28 14:16:25,2026-05-28 14:21:56,330.9,1,below_60,male,with_spouse,senior,yes,1_3,misclick|fear_scam|too_complex,no,never,no,,no,5,ask_children,anti_scam|simpler,2,yes,resist,1,
R2026060312003391681900090,elder_digital_2026,2026-05-24 22:02:39,2026-05-24 22:07:39,300.4,1,below_60,female,alone,college,no,,,,,,,,,give_up,human_help|voice_assist|anti_scam,4,no,willing,3,操作能再简单点就好
R2026060312003391837300092,elder_digital_2026,2026-06-02 08:45:20,2026-06-02 08:49:30,249.7,1,60_69,male,with_spouse,college,no,,,,,,,,,self_explore,voice_assist|bigger_font,3,yes,reluctant,5,挺好的没什么意见
R2026060312003392002600094,elder_digital_2026,2026-05-25 15:21:29,2026-05-25 15:26:37,308.5,1,above_80,female,with_spouse,senior,no,,,,,,,,,ask_friends,bigger_font|voice_assist,4,yes,willing,3,希望有人能教教我们
R2026060312003392161700096,elder_digital_2026,2026-05-23 08:06:57,2026-05-23 08:13:01,364.1,1,60_69,female,with_spouse,primary,yes,gt5,font_small|none|too_complex,yes,daily,yes,4,no,2,ask_children,human_help|anti_scam|voice_assist,4,yes,willing,2,语音功能很需要
R2026060312003392320100098,elder_digital_2026,2026-05-28 09:13:30,2026-05-28 09:19:28,357.2,1,below_60,male,institution,senior,yes,1_3,fear_scam|none,yes,never,no,,no,4,ask_children,human_help,2,no,willing,5,挺好的没什么意见
R2026060312003392502100100,elder_digital_2026,2026-05-29 23:11:52,2026-05-29 23:18:26,394.2,1,70_79,female,alone,primary,no,,,,,,,,,ask_friends,anti_scam|simpler|human_help,3,yes,reluctant,2,语音功能很需要
R2026060312003392678400102,elder_digital_2026,2026-05-22 18:36:53,2026-05-22 18:40:43,229.9,1,below_60,male,with_children,junior,no,,,,,,,,,give_up,human_help,4,yes,eager,3,希望有人能教教我们
R2026060312003392853000104,elder_digital_2026,2026-05-26 23:45:32,2026-05-26 23:51:17,345.6,1,above_80,female,alone,senior,no,,,,,,,,,give_up,bigger_font,3,no,reluctant,5,
R2026060312003393024800106,elder_digital_2026,2026-05-30 20:26:29,2026-05-30 20:29:01,151.7,1,below_60,male,with_children,senior,no,,,,,,,,,self_explore,simpler|voice_assist,3,yes,willing,1,挺好的没什么意见
R2026060312003393196500108,elder_digital_2026,2026-05-22 05:23:06,2026-05-22 05:33:04,598.0,1,above_80,female,with_children,junior,yes,1_3,none|font_small|misclick,yes,often,no,,yes,5,give_up,simpler|anti_scam|human_help,3,no,reluctant,1,
R2026060312003393363800110,elder_digital_2026,2026-06-01 21:14:29,2026-06-01 21:20:05,335.6,1,60_69,female,with_children,college,no,,,,,,,,,give_up,voice_assist|simpler|anti_scam,3,yes,eager,3,语音功能很需要
R2026060312003393535600112,elder_digital_2026,2026-05-23 10:41:51,2026-05-23 10:51:43,592.2,1,70_79,female,with_children,primary,yes,gt5,font_small|none|misclick,no,daily,no,,yes,4,ask_friends,bigger_font|human_help,3,yes,resist,5,语音功能很需要
R2026060312003393713300114,elder_digital_2026,2026-05-22 02:29:18,2026-05-22 02:33:36,258.0,1,70_79,female,with_children,college,yes,lt1,font_small|fear_scam,no,never,yes,3,no,3,give_up,anti_scam|voice_assist|human_help,4,yes,resist,1,担心被骗
R2026060312003393896600116,elder_digital_2026,2026-05-23 11:33:17,2026-05-23 11:40:22,425.2,1,70_79,male,institution,primary,yes,1_3,fear_scam|too_complex,yes,often,no,,no,3,ask_friends,voice_assist|anti_scam,1,yes,eager,4,希望字体更大一些
R2026060312003394076200118,elder_digital_2026,2026-05-30 01:19:33,2026-05-30 01:25:50,376.9,1,above_80,male,with_spouse,college,yes,gt5,font_small|misclick|fear_scam,yes,often,no,,yes,2,self_explore,bigger_font|simpler,5,yes,willing,1,希望有人能教教我们
R2026060312003394253200120,elder_digital_2026,2026-05-31 08:10:53,2026-05-31 08:19:21,508.8,0,above_80,female,institution,college,no,,,,,,,,,ask_children,simpler,5,no,willing,1,希望字体更大一些
R2026060312003394430200122,elder_digital_2026,2026-05-21 15:34:56,2026-05-21 15:44:08,552.1,1,60_69,female,institution,senior,no,,,,,,,,,ask_friends,voice_assist|simpler|human_help,2,no,willing,2,语音功能很需要
R2026060312003394611300124,elder_digital_2026,2026-05-29 16:36:49,2026-05-29 16:39:37,167.8,1,above_80,male,with_children,junior,no,,,,,,,,,ask_friends,voice_assist,2,no,eager,0,操作能再简单点就好
R2026060312003394783300126,elder_digital_2026,2026-05-21 22:09:22,2026-05-21 22:12:03,160.9,0,70_79,male,alone,senior,no,,,,,,,,,self_explore,voice_assist|human_help|simpler,2,no,reluctant,2,
R2026060312003394952900128,elder_digital_2026,2026-05-27 14:12:14,2026-05-27 14:21:07,533.2,1,70_79,male,with_children,junior,yes,3_5,forget_steps,no,never,yes,5,yes,3,self_explore,bigger_font|voice_assist,3,yes,willing,1,语音功能很需要
R2026060312003395124300130,elder_digital_2026,2026-05-27 19:18:28,2026-05-27 19:21:22,174.7,1,60_69,female,alone,junior,yes,1_3,misclick|too_complex|forget_steps,yes,rarely,no,,yes,3,ask_children,anti_scam,4,yes,eager,2,操作能再简单点就好
R2026060312003395297100132,elder_digital_2026,2026-05-20 04:08:09,2026-05-20 04:15:38,449.3,0,above_80,female,institution,junior,yes,lt1,font_small,no,often,no,,no,4,ask_children,bigger_font|anti_scam,4,yes,reluctant,0,希望有人能教教我们
R2026060312003395473700134,elder_digital_2026,2026-05-26 14:33:20,2026-05-26 14:35:49,148.8,1,below_60,male,institution,junior,yes,1_3,misclick|font_small,yes,daily,yes,4,yes,5,give_up,voice_assist,3,yes,willing,4,希望有人能教教我们
R2026060312003395651800136,elder_digital_2026,2026-05-21 00:01:30,2026-05-21 00:07:24,354.2,1,70_79,male,with_children,junior,no,,,,,,,,,ask_children,simpler|human_help|anti_scam,4,no,eager,4,希望字体更大一些
R2026060312003395830600138,elder_digital_2026,2026-06-02 21:43:23,2026-06-02 21:49:25,362.5,1,60_69,male,with_spouse,senior,no,,,,,,,,,self_explore,voice_assist,4,yes,willing,0,操作能再简单点就好
R2026060312003396007500140,elder_digital_2026,2026-05-23 19:27:29,2026-05-23 19:34:56,446.8,1,60_69,female,institution,primary,no,,,,,,,,,self_explore,voice_assist|anti_scam,1,yes,willing,3,操作能再简单点就好
R2026060312003396188300142,elder_digital_2026,2026-05-23 04:22:14,2026-05-23 04:27:08,294.0,1,70_79,male,with_children,primary,no,,,,,,,,,ask_children,simpler|human_help|voice_assist,5,no,eager,4,语音功能很需要
R2026060312003396369400144,elder_digital_2026,2026-05-21 16:39:33,2026-05-21 16:43:20,226.3,1,below_60,male,alone,senior,yes,gt5,none|font_small,yes,daily,no,,yes,4,ask_children,voice_assist|anti_scam|bigger_font,4,no,resist,4,希望有人能教教我们
R2026060312003396554900146,elder_digital_2026,2026-05-24 10:18:47,2026-05-24 10:25:39,411.5,1,below_60,male,with_children,junior,yes,3_5,font_small|forget_steps,no,rarely,no,,no,5,ask_children,human_help|voice_assist,3,yes,willing,0,挺好的没什么意见
R2026060312003396735800148,elder_digital_2026,2026-05-31 10:15:05,2026-05-31 10:24:21,555.8,1,below_60,male,alone,college,no,,,,,,,,,self_explore,voice_assist|human_help|simpler,2,no,willing,2,操作能再简单点就好
R2026060312003396918800150,elder_digital_2026,2026-05-21 06:00:29,2026-05-21 06:02:49,140.0,1,60_69,male,alone,senior,no,,,,,,,,,ask_friends,anti_scam|simpler,4,no,resist,1,操作能再简单点就好
R2026060312003397104900152,elder_digital_2026,2026-05-25 05:07:15,2026-05-25 05:12:34,318.7,1,below_60,female,with_children,senior,yes,lt1,fear_scam,no,rarely,yes,5,no,5,ask_friends,voice_assist|human_help,2,no,reluctant,3,语音功能很需要
R2026060312003397287800154,elder_digital_2026,2026-05-23 20:08:57,2026-05-23 20:12:34,216.6,1,above_80,female,alone,senior,no,,,,,,,,,ask_children,anti_scam|voice_assist,3,yes,willing,2,希望字体更大一些
R2026060312003397471000156,elder_digital_2026,2026-05-29 11:15:38,2026-05-29 11:23:23,464.6,1,below_60,female,alone,college,yes,1_3,too_complex|fear_scam,yes,often,yes,4,yes,4,give_up,anti_scam|voice_assist,1,no,eager,4,操作能再简单点就好
R2026060312003397658400158,elder_digital_2026,2026-05-31 17:44:04,2026-05-31 17:53:22,558.2,1,above_80,female,with_spouse,senior,yes,3_5,forget_steps|misclick,yes,daily,yes,3,yes,4,ask_children,anti_scam|human_help|simpler,3,no,willing,4,希望有人能教教我们
R2026060312003397844100160,elder_digital_2026,2026-06-02 00:53:58,2026-06-02 00:59:34,335.5,0,above_80,male,alone,college,no,,,,,,,,,self_explore,bigger_font|voice_assist|human_help,1,no,willing,0,操作能再简单点就好
R2026060312003398033800162,elder_digital_2026,2026-05-26 00:31:11,2026-05-26 00:35:45,274.1,1,70_79,male,with_children,college,yes,1_3,font_small|misclick|too_complex,no,never,yes,4,no,5,self_explore,voice_assist|bigger_font,3,no,willing,0,挺好的没什么意见
R2026060312003398223500164,elder_digital_2026,2026-05-24 22:32:15,2026-05-24 22:41:50,574.3,1,70_79,female,with_children,senior,yes,lt1,forget_steps|too_complex,yes,never,no,,no,2,self_explore,anti_scam|simpler|bigger_font,3,no,resist,1,担心被骗
R2026060312003398410100166,elder_digital_2026,2026-05-30 21:42:50,2026-05-30 21:51:01,490.6,1,below_60,male,with_children,primary,no,,,,,,,,,self_explore,human_help|simpler|anti_scam,5,yes,reluctant,1,担心被骗
R2026060312003398602100168,elder_digital_2026,2026-06-01 19:12:48,2026-06-01 19:20:36,467.7,1,70_79,female,with_children,junior,yes,3_5,fear_scam,yes,often,no,,no,5,give_up,bigger_font|human_help,5,yes,eager,2,语音功能很需要
R2026060312003398796700170,elder_digital_2026,2026-05-22 12:20:49,2026-05-22 12:27:35,405.9,1,above_80,male,with_children,senior,yes,lt1,misclick|font_small|too_complex,no,daily,no,,yes,3,ask_children,human_help|anti_scam,1,no,eager,2,担心被骗
R2026060312003398980600172,elder_digital_2026,2026-05-23 06:56:25,2026-05-23 07:04:28,482.6,1,70_79,female,with_spouse,junior,yes,gt5,too_complex|fear_scam|forget_steps,no,never,yes,3,no,3,ask_friends,human_help,3,yes,resist,1,操作能再简单点就好
R2026060312003399160700174,elder_digital_2026,2026-05-20 16:34:01,2026-05-20 16:38:05,243.9,1,below_60,female,alone,junior,no,,,,,,,,,give_up,voice_assist,2,no,reluctant,4,担心被骗
R2026060312003399344400176,elder_digital_2026,2026-05-25 04:37:25,2026-05-25 04:40:00,154.7,1,60_69,male,with_children,senior,no,,,,,,,,,give_up,simpler,2,yes,eager,5,挺好的没什么意见
R2026060312003399529800178,elder_digital_2026,2026-06-01 11:26:14,2026-06-01 11:30:26,252.5,1,70_79,female,institution,senior,no,,,,,,,,,self_explore,anti_scam,3,yes,resist,4,语音功能很需要
R2026060312003399715000180,elder_digital_2026,2026-05-30 11:55:45,2026-05-30 12:00:41,296.1,1,above_80,female,with_spouse,primary,yes,lt1,too_complex|none,no,rarely,yes,5,no,4,self_explore,anti_scam,4,yes,eager,2,希望字体更大一些
R2026060312003399898800182,elder_digital_2026,2026-05-26 13:01:40,2026-05-26 13:10:46,546.0,1,70_79,female,institution,college,yes,lt1,too_complex,no,often,yes,2,no,5,ask_friends,anti_scam|simpler,4,no,willing,1,希望有人能教教我们
R2026060312003400086300184,elder_digital_2026,2026-05-25 17:42:58,2026-05-25 17:47:31,272.2,1,60_69,male,with_children,junior,no,,,,,,,,,give_up,voice_assist,3,yes,eager,4,
R2026060312003400274200186,elder_digital_2026,2026-05-22 18:39:31,2026-05-22 18:45:36,364.8,1,below_60,female,institution,junior,no,,,,,,,,,ask_children,anti_scam|simpler|bigger_font,3,yes,resist,0,挺好的没什么意见
R2026060312003400465300188,elder_digital_2026,2026-05-31 11:31:02,2026-05-31 11:39:07,485.3,1,above_80,male,alone,junior,no,,,,,,,,,ask_children,bigger_font|simpler,3,yes,willing,3,挺好的没什么意见
R2026060312003400657700190,elder_digital_2026,2026-05-30 23:40:26,2026-05-30 23:48:28,481.8,1,60_69,female,institution,senior,no,,,,,,,,,give_up,voice_assist|bigger_font,2,no,resist,2,希望字体更大一些
R2026060312003400849700192,elder_digital_2026,2026-05-21 02:44:07,2026-05-21 02:52:43,515.8,1,60_69,male,with_children,college,no,,,,,,,,,ask_friends,human_help|voice_assist|simpler,4,no,willing,0,希望字体更大一些
R2026060312003401044800194,elder_digital_2026,2026-05-21 22:00:42,2026-05-21 22:03:36,173.5,1,70_79,female,with_children,college,no,,,,,,,,,self_explore,bigger_font|human_help,3,no,willing,3,挺好的没什么意见
R2026060312003401243400196,elder_digital_2026,2026-05-29 19:21:23,2026-05-29 19:28:09,406.6,1,60_69,male,institution,junior,yes,gt5,forget_steps,no,daily,yes,2,no,4,ask_friends,anti_scam|voice_assist|simpler,5,yes,reluctant,5,希望字体更大一些
R2026060312003401445400198,elder_digital_2026,2026-06-02 00:18:23,2026-06-02 00:27:48,564.8,1,below_60,female,with_spouse,college,no,,,,,,,,,self_explore,bigger_font|voice_assist|human_help,2,no,resist,0,担心被骗
R2026060312003401645500200,elder_digital_2026,2026-05-20 19:40:16,2026-05-20 19:45:23,306.5,1,below_60,female,with_spouse,senior,no,,,,,,,,,ask_friends,bigger_font|anti_scam,5,yes,willing,3,
R2026060312003401845600202,elder_digital_2026,2026-05-30 00:48:07,2026-05-30 00:54:36,389.3,1,below_60,female,with_spouse,senior,no,,,,,,,,,ask_friends,human_help|bigger_font,2,no,willing,5,担心被骗
R2026060312003402049700204,elder_digital_2026,2026-05-21 11:45:09,2026-05-21 11:49:48,278.6,1,above_80,female,institution,senior,yes,3_5,forget_steps,no,rarely,no,,yes,2,self_explore,simpler,5,yes,willing,0,语音功能很需要
R2026060312003402253600206,elder_digital_2026,2026-05-23 06:45:04,2026-05-23 06:54:08,543.7,1,60_69,female,with_spouse,college,no,,,,,,,,,self_explore,human_help,3,no,resist,0,语音功能很需要
R2026060312003402459700208,elder_digital_2026,2026-06-02 18:09:01,2026-06-02 18:16:10,429.1,0,60_69,female,with_children,senior,no,,,,,,,,,ask_friends,voice_assist|bigger_font,5,no,eager,5,挺好的没什么意见
R2026060312003402674000210,elder_digital_2026,2026-05-22 02:31:09,2026-05-22 02:38:41,451.4,1,60_69,male,with_children,primary,yes,1_3,none,no,often,yes,4,yes,4,ask_children,bigger_font,3,no,willing,5,语音功能很需要
R2026060312003402901900212,elder_digital_2026,2026-05-24 18:42:08,2026-05-24 18:50:42,514.8,1,below_60,female,institution,senior,yes,1_3,forget_steps|font_small,yes,often,yes,5,no,5,ask_children,bigger_font,4,no,reluctant,1,操作能再简单点就好
R2026060312003403137200214,elder_digital_2026,2026-06-02 02:38:35,2026-06-02 02:45:03,388.6,1,70_79,female,institution,primary,yes,3_5,misclick|forget_steps|too_complex,yes,never,yes,3,yes,5,self_explore,human_help|voice_assist,4,no,willing,5,希望有人能教教我们
R2026060312003403363300216,elder_digital_2026,2026-05-25 16:26:25,2026-05-25 16:31:58,333.4,1,above_80,male,with_children,junior,yes,1_3,none|forget_steps,yes,never,no,,no,2,ask_children,simpler,3,yes,eager,0,希望字体更大一些
R2026060312003403601900218,elder_digital_2026,2026-05-31 10:35:23,2026-05-31 10:37:58,154.9,1,above_80,female,with_children,primary,no,,,,,,,,,ask_friends,bigger_font,3,yes,resist,2,挺好的没什么意见
R2026060312003403852800220,elder_digital_2026,2026-06-01 18:48:58,2026-06-01 18:57:33,515.1,1,60_69,female,institution,senior,no,,,,,,,,,give_up,bigger_font|anti_scam,5,no,reluctant,3,挺好的没什么意见
R2026060312003404093500222,elder_digital_2026,2026-05-31 18:13:42,2026-05-31 18:17:35,232.6,1,above_80,male,with_spouse,junior,yes,3_5,fear_scam,yes,daily,no,,yes,4,ask_children,anti_scam|bigger_font,5,yes,reluctant,2,希望有人能教教我们
R2026060312003404366000224,elder_digital_2026,2026-05-28 08:53:02,2026-05-28 09:02:32,569.9,0,70_79,female,with_children,primary,no,,,,,,,,,ask_children,bigger_font|anti_scam,5,no,resist,2,操作能再简单点就好
R2026060312003404613000226,elder_digital_2026,2026-06-01 12:34:42,2026-06-01 12:41:58,436.4,1,below_60,female,with_children,senior,yes,gt5,misclick,yes,often,yes,3,yes,5,ask_friends,voice_assist|bigger_font|human_help,4,no,reluctant,2,希望有人能教教我们
R2026060312003404849800228,elder_digital_2026,2026-05-20 14:09:49,2026-05-20 14:15:55,366.3,1,70_79,male,with_spouse,senior,yes,gt5,none,yes,never,yes,1,no,2,ask_friends,anti_scam,5,no,willing,0,语音功能很需要
R2026060312003405074000230,elder_digital_2026,2026-05-24 09:31:14,2026-05-24 09:38:39,444.6,1,above_80,female,with_spouse,senior,no,,,,,,,,,self_explore,bigger_font|simpler,4,no,eager,4,操作能再简单点就好
R2026060312003405305500232,elder_digital_2026,2026-05-27 11:37:52,2026-05-27 11:47:25,572.8,1,below_60,female,institution,primary,no,,,,,,,,,give_up,anti_scam|simpler|voice_assist,5,yes,resist,2,
R2026060312003405535500234,elder_digital_2026,2026-05-20 20:13:22,2026-05-20 20:20:24,422.3,0,below_60,male,institution,college,yes,3_5,font_small|none,no,daily,yes,5,yes,3,ask_children,simpler|bigger_font,3,yes,reluctant,0,
R2026060312003405771300236,elder_digital_2026,2026-06-02 03:45:30,2026-06-02 03:51:36,366.2,1,below_60,female,with_spouse,college,yes,1_3,forget_steps|fear_scam,no,often,no,,yes,4,ask_friends,voice_assist|human_help,2,no,willing,3,希望有人能教教我们
R2026060312003406036500238,elder_digital_2026,2026-05-22 05:17:19,2026-05-22 05:19:21,122.1,1,60_69,female,alone,junior,no,,,,,,,,,ask_children,anti_scam|simpler,3,no,eager,0,希望有人能教教我们
R2026060312003406273800240,elder_digital_2026,2026-06-02 01:19:02,2026-06-02 01:22:12,189.6,0,70_79,male,with_children,senior,yes,3_5,too_complex|forget_steps,no,rarely,yes,5,no,4,ask_children,anti_scam|simpler|bigger_font,4,no,willing,3,语音功能很需要
R2026060312003406513900242,elder_digital_2026,2026-05-30 21:53:52,2026-05-30 21:57:54,242.2,1,60_69,male,with_spouse,primary,yes,lt1,too_complex,no,often,no,,no,4,give_up,anti_scam,1,yes,reluctant,3,希望字体更大一些
R2026060312003406751200244,elder_digital_2026,2026-05-22 03:27:38,2026-05-22 03:32:45,307.6,1,60_69,female,institution,senior,yes,lt1,too_complex|misclick|none,no,often,no,,no,4,ask_children,human_help|voice_assist|simpler,1,yes,reluctant,4,挺好的没什么意见
R2026060312003406992900246,elder_digital_2026,2026-06-02 02:05:18,2026-06-02 02:13:13,475.3,1,70_79,male,with_children,primary,no,,,,,,,,,self_explore,simpler,4,yes,reluctant,1,挺好的没什么意见
R2026060312003407230500248,elder_digital_2026,2026-05-29 07:04:42,2026-05-29 07:13:32,529.8,1,70_79,male,institution,senior,yes,lt1,none|fear_scam|font_small,yes,often,no,,yes,2,ask_friends,bigger_font|anti_scam,3,yes,willing,4,希望字体更大一些
R2026060312003407470400250,elder_digital_2026,2026-06-01 00:34:47,2026-06-01 00:40:41,353.9,1,70_79,female,with_children,primary,yes,1_3,fear_scam|too_complex,yes,daily,yes,5,no,2,give_up,voice_assist|bigger_font|human_help,4,yes,reluctant,2,挺好的没什么意见
R2026060312003407936300252,elder_digital_2026,2026-05-28 08:30:42,2026-05-28 08:39:31,529.0,1,60_69,female,with_children,senior,yes,1_3,fear_scam,yes,often,yes,4,no,5,give_up,voice_assist,4,yes,eager,2,担心被骗
R2026060312003408205300254,elder_digital_2026,2026-05-20 18:28:08,2026-05-20 18:35:37,448.9,1,60_69,female,with_children,junior,yes,1_3,misclick|none,no,rarely,yes,3,yes,5,ask_children,voice_assist,1,no,reluctant,0,担心被骗
R2026060312003408461600256,elder_digital_2026,2026-05-27 06:41:41,2026-05-27 06:51:28,587.3,1,below_60,female,institution,junior,yes,gt5,misclick,no,never,no,,yes,5,self_explore,human_help|anti_scam,5,no,reluctant,4,担心被骗
R2026060312003408707600258,elder_digital_2026,2026-05-26 13:20:21,2026-05-26 13:23:32,190.7,1,60_69,female,alone,primary,yes,3_5,too_complex|fear_scam,no,often,no,,yes,1,ask_children,simpler,4,yes,eager,3,语音功能很需要
R2026060312003408949500260,elder_digital_2026,2026-05-26 04:02:00,2026-05-26 04:07:03,303.2,1,above_80,male,with_spouse,senior,no,,,,,,,,,give_up,human_help|bigger_font,5,yes,reluctant,5,语音功能很需要
R2026060312003409184800262,elder_digital_2026,2026-05-25 02:49:49,2026-05-25 02:55:10,320.9,1,70_79,female,with_children,college,no,,,,,,,,,self_explore,bigger_font|human_help|simpler,3,no,reluctant,3,希望字体更大一些
R2026060312003409427700264,elder_digital_2026,2026-06-01 15:48:41,2026-06-01 15:51:53,192.2,1,70_79,female,with_spouse,senior,yes,1_3,font_small|none,no,often,yes,4,no,3,ask_children,anti_scam|bigger_font,1,yes,eager,0,语音功能很需要
R2026060312003409664800266,elder_digital_2026,2026-05-25 10:33:51,2026-05-25 10:36:52,180.2,1,below_60,female,with_children,college,yes,gt5,too_complex|none|fear_scam,yes,often,no,,yes,3,ask_friends,bigger_font|simpler,5,no,eager,0,希望有人能教教我们
R2026060312003409914000268,elder_digital_2026,2026-05-23 22:20:34,2026-05-23 22:23:35,180.6,1,below_60,female,alone,senior,no,,,,,,,,,give_up,simpler,3,no,resist,2,操作能再简单点就好
R2026060312003410205200270,elder_digital_2026,2026-05-29 20:07:17,2026-05-29 20:17:16,599.1,1,below_60,male,alone,junior,no,,,,,,,,,ask_friends,bigger_font,2,no,willing,1,语音功能很需要
R2026060312003410467900272,elder_digital_2026,2026-05-25 09:15:20,2026-05-25 09:19:58,277.7,1,below_60,female,institution,junior,no,,,,,,,,,ask_children,human_help|simpler,4,yes,eager,5,语音功能很需要
R2026060312003410728900274,elder_digital_2026,2026-05-22 23:17:01,2026-05-22 23:19:49,168.6,1,below_60,female,with_children,primary,yes,1_3,misclick|font_small,yes,daily,yes,4,yes,2,give_up,bigger_font|human_help,4,yes,resist,5,希望有人能教教我们
R2026060312003410982400276,elder_digital_2026,2026-05-27 17:29:09,2026-05-27 17:32:27,198.4,1,70_79,male,institution,primary,no,,,,,,,,,self_explore,voice_assist|anti_scam|simpler,4,no,resist,2,操作能再简单点就好
R2026060312003411228200278,elder_digital_2026,2026-05-23 15:33:21,2026-05-23 15:41:22,480.5,1,above_80,female,alone,primary,no,,,,,,,,,give_up,human_help|anti_scam|simpler,1,no,reluctant,0,语音功能很需要
R2026060312003411488600280,elder_digital_2026,2026-06-02 02:56:00,2026-06-02 03:03:29,448.7,1,below_60,male,institution,junior,yes,3_5,font_small,no,never,yes,5,no,5,ask_friends,bigger_font|simpler,3,yes,resist,5,希望有人能教教我们
R2026060312003411746400282,elder_digital_2026,2026-05-30 03:25:02,2026-05-30 03:28:35,213.4,1,70_79,female,with_children,junior,no,,,,,,,,,ask_friends,simpler|voice_assist,2,yes,reluctant,2,担心被骗
R2026060312003411996300284,elder_digital_2026,2026-05-31 14:44:34,2026-05-31 14:53:54,560.5,1,above_80,male,with_children,junior,no,,,,,,,,,give_up,human_help,3,yes,resist,0,希望字体更大一些
R2026060312003412249000286,elder_digital_2026,2026-05-28 03:57:13,2026-05-28 04:02:19,306.1,1,below_60,male,institution,college,no,,,,,,,,,ask_friends,bigger_font,4,yes,willing,0,担心被骗
R2026060312003412515100288,elder_digital_2026,2026-05-20 10:38:31,2026-05-20 10:44:58,387.1,1,70_79,male,with_spouse,senior,yes,gt5,too_complex,yes,often,no,,yes,4,ask_friends,anti_scam|bigger_font,3,no,resist,3,希望有人能教教我们
R2026060312003412784300290,elder_digital_2026,2026-05-21 03:45:56,2026-05-21 03:54:45,528.5,1,below_60,male,alone,senior,yes,1_3,none|forget_steps,no,daily,no,,yes,4,give_up,human_help|simpler,2,yes,reluctant,2,
R2026060312003413038500292,elder_digital_2026,2026-05-28 16:43:52,2026-05-28 16:46:22,150.1,1,70_79,female,with_spouse,junior,yes,1_3,fear_scam|none|font_small,no,rarely,no,,yes,3,ask_friends,bigger_font|human_help,2,no,resist,2,语音功能很需要
R2026060312003413293700294,elder_digital_2026,2026-06-01 04:37:31,2026-06-01 04:42:03,271.7,0,60_69,male,alone,senior,yes,lt1,too_complex|font_small,no,never,yes,4,no,1,ask_children,anti_scam|bigger_font|voice_assist,1,no,resist,2,
R2026060312003413535800296,elder_digital_2026,2026-06-01 07:58:58,2026-06-01 08:02:38,220.3,1,above_80,female,alone,senior,yes,1_3,none|forget_steps|too_complex,no,rarely,yes,1,yes,3,give_up,bigger_font|anti_scam,4,no,willing,5,挺好的没什么意见
R2026060312003413770900298,elder_digital_2026,2026-05-28 03:07:55,2026-05-28 03:13:42,346.9,1,below_60,female,with_children,senior,no,,,,,,,,,give_up,bigger_font|human_help,5,no,willing,0,希望字体更大一些
R2026060312003414006300300,elder_digital_2026,2026-05-31 00:42:38,2026-05-31 00:51:45,547.3,1,60_69,female,institution,senior,no,,,,,,,,,ask_children,bigger_font,4,yes,resist,3,希望有人能教教我们
